"ID","Title","Published At","Duration","ViewCount","LikeCount"
"-122SRX3sbI","The Benefits of Crying","2020-05-20T13:00:00Z","PT5M16S",237125,9435
"vR5prDWTc5U","The Terror of Being Alone","2020-05-13T13:00:28Z","PT11M13S",521357,20785
"Y8zLeI0NKx8","I Am NOT My Body!","2020-05-06T13:00:30Z","PT6M41S",187802,9691
"vSYPwX4NPg4","Albert Camus  - The Plague","2020-04-01T13:00:35Z","PT10M34S",1126930,44317
"JeEXki3IVAc","How to Get Through This Crisis","2020-03-25T14:00:06Z","PT4M5S",242460,10409
"XdE17nu0zdo","5 Ways to Spot Emotional Immaturity","2020-03-11T14:00:08Z","PT5M47S",1902905,66907
"ytKCcYxUU04","How Best to Manage Your Moods","2020-02-19T14:00:19Z","PT6M40S",635480,24741
"p8pzhYC7prA","How to Make People Feel Good About Themselves","2020-01-22T14:00:09Z","PT4M35S",471644,21500
"8_PQJNo2wME","Self-Hatred & Anxiety","2019-12-25T14:00:03Z","PT4M48S",1611581,65342
"Papr5yrNLjo","Dating When You've Had a Bad Childhood","2019-12-11T14:00:10Z","PT6M53S",1504844,69095
"gKDnxtTCDv8","Can People Change?","2019-12-04T14:00:06Z","PT5M54S",683925,22652
"UfNQ9a4yNDA","On Disliking Oneself","2019-11-27T14:00:06Z","PT6M54S",702493,33010
"D8Gc6_S6i0k","The One Question We Need to Ask Ourselves When We Feel Anxious","2019-11-20T14:00:02Z","PT4M12S",935936,34021
"tz7zxh9Bfow","How to Test Your Emotional Maturity","2019-11-13T14:00:18Z","PT6M1S",7642667,340634
"whOBlJkP6EU","A Short Introduction To Philosophy | The School of Azzyland","2019-10-08T17:02:33Z","PT5M",0,0
"BYKxrjYY77c","Is Greed Good? | The School of Hannah Stocking and Anwar Jibawi","2019-10-08T17:01:46Z","PT8M22S",0,0
"Jehth6SCkzc","Is Democracy Dangerous? | The School of Lady Leshurr","2019-10-08T17:01:23Z","PT8M43S",0,0
"KanOp96Kpo8","Will The Next Picasso Be A Robot? | The School of Luzu","2019-10-08T17:01:00Z","PT10M17S",0,0
"GzhVuhH8F7Q","Can We Stop Being Anxious About Being Anxious? | The School of The Martinez Twins","2019-10-08T17:00:36Z","PT9M53S",729001,7920
"sBSwJ6HOBG4","What Is The Secret Of Happiness? | The School of Jessica Kellgren-Fozard","2019-10-08T17:00:15Z","PT6M41S",1644428,21090
"W9X7u-MeJz0","Alain de Botton on Emotional Education","2019-10-06T07:00:03Z","PT1H1M31S",3089713,59151
"MR1yVdNhGWU","The School of... | Official Trailer","2019-09-25T16:00:05Z","PT1M3S",451336,1532
"YEH9yvhwfVg","Why We Should Dare to Be More Selfish","2019-09-11T13:00:08Z","PT6M18S",516769,19618
"q8vlLU6yEXY","The Charms of Unavailable People","2019-08-28T13:00:11Z","PT4M49S",2323859,76701
"7lECIsRif10","How To Simplify Your Life","2019-08-21T13:00:00Z","PT6M35S",6605317,258166
"pJhUs1L_RQo","You Should Finally Leave School","2019-07-17T13:00:16Z","PT5M55S",277536,12004
"xFQLPURE8Ok","There Is Always a Plan B","2019-07-10T13:00:10Z","PT4M56S",320067,15019
"8Su5VtKeXU8","How To Cope With Depression","2019-07-03T13:00:02Z","PT9M9S",2163004,62272
"7jZdXWGKc7M","The Fear of Happiness","2019-06-19T13:00:00Z","PT7M1S",484994,18603
"4lTbWQ8zD3w","How To Know Yourself","2019-06-05T13:00:01Z","PT5M56S",3681425,110151
"CHm2gTkNQxc","How to Overcome Trauma","2019-05-29T13:00:04Z","PT5M38S",666580,27922
"k-J9BVBjK3o","20 Signs You're Emotionally Mature","2019-05-22T13:00:07Z","PT7M57S",6595941,301205
"L0PKWTta7lU","Why Maslow's Hierarchy Of Needs Matters","2019-04-10T13:00:04Z","PT6M29S",2423394,50328
"wpnQg5FWCXI","To My Parents... You Ruined My Childhood","2019-03-28T14:00:11Z","PT4M52S",154276,5442
"00SLmJuJ1Ig","How To Get Over A Crush","2019-03-21T14:00:01Z","PT6M8S",407218,10904
"FX751crlmEE","Why Did They End the Relationship?","2019-03-19T14:00:04Z","PT4M57S",447511,13346
"tOtpV28f5Ew","Should You Tell Your Partner Everything?","2019-03-14T14:00:08Z","PT3M58S",337922,8466
"aCYXF4W-05w","Why Is It so Hard to Tolerate Nice People?","2019-03-07T14:00:01Z","PT5M13S",374243,10347
"y_pGong8-68","What to Talk About on a Date","2019-03-05T14:00:12Z","PT6M38S",755590,26407
"-k1u87s2Azc","How to Help Your Partner Remember That You Exist","2019-02-28T14:00:00Z","PT5M21S",169008,5314
"eEqpFkIpl4g","How to Become Someone People Will Confide In","2019-02-26T14:00:09Z","PT4M6S",171750,6569
"qN3DDXegxxc","Is It Better to Be Single?","2019-02-21T14:00:05Z","PT5M10S",491034,8954
"kofy5PSMuUQ","What About Polyamory?","2019-02-14T14:00:07Z","PT6M51S",387599,9717
"wkwylCdoGPU","Know Yourself: A New School of Life Series!","2019-02-13T14:00:06Z","PT2M18S",95995,2242
"P9Q9l7CHx3Q","Arguments When There Is Too Little Sex","2019-02-12T14:00:06Z","PT5M34S",650711,17059
"9f9fiNhXyuk","Why We Sometimes Try to Make Our Partner Sad","2019-02-05T14:00:00Z","PT4M29S",232587,8641
"z2zkUSC-Zm4","How to Cope With an Avoidant Partner","2019-01-29T14:00:08Z","PT6M1S",2939755,116482
"IWQYZ63eJtg","Why Touch Matters so Much in Love","2019-01-22T14:00:01Z","PT4M15S",636947,20801
"y_sopRiMkN4","Why We Are Mean to Those We Love","2018-12-13T14:00:10Z","PT3M14S",595049,27335
"XjrROc1Sqok","How To Fight In Love","2018-12-04T14:00:03Z","PT5M55S",410890,20323
"JJPIqEu73Ak","How to Be Attractive on a Date","2018-11-29T14:00:02Z","PT6M",784785,22210
"AcniOW0wc5k","Existentialism and Dating","2018-11-20T14:00:00Z","PT5M16S",624844,16911
"nxYQhuiTSNQ","How the Absence of Religion Has Changed Humanity","2018-11-15T14:00:10Z","PT5M10S",131394,4233
"gIUjpXAcH64","Who Initiates Sex and why it Matters so Much","2018-11-06T14:00:07Z","PT5M8S",5394179,129266
"sURfvZQ04MI","Esther Perel is Coming to the School of Life","2018-10-15T13:30:02Z","PT8M7S",42417,1798
"vWy3C38U7Lw","Should We Play It Cool When We Like Someone?","2018-10-09T13:00:07Z","PT5M10S",3928671,146558
"9vbIO3TpLXY","How to Cope When You've Been Left","2018-10-04T13:00:03Z","PT4M47S",600405,23119
"e9EgUvfgojY","Why Avoidant and Anxious Partners Find It Hard to Split Up","2018-10-02T13:00:06Z","PT4M38S",4305599,116161
"2s9ACDMcpjA","What Is Your Attachment Style?","2018-09-20T13:00:01Z","PT6M38S",6002144,199361
"bw-_iPIcGIU","What True Love Really Is","2018-09-04T13:00:05Z","PT6M10S",3828848,132845
"OIF5QtnPA3A","This Could Be the Happiest Place to Live","2018-08-14T13:00:05Z","PT3M43S",130274,5145
"eDpy5gERS8k","Why Do People Have Affairs?","2018-08-07T13:00:06Z","PT5M26S",247903,5000
"q5nFEn_MXng","What It's Like to Have a Mental Illness","2018-07-24T13:00:09Z","PT4M29S",175492,5903
"e4t4PliUmdI","In Praise of Unrequited Love","2018-06-28T13:00:04Z","PT7M1S",604668,21468
"xHa5tWKkvd4","Colons and Semicolons","2018-06-21T13:00:06Z","PT4M29S",472922,14620
"bI9eAbr3Bjo","How to Soothe Ourselves and Others","2018-05-29T13:00:02Z","PT5M37S",651120,33874
"RZFAGBZ-zxI","How to Cope If the Worst Came to the Worst..","2018-05-24T13:00:03Z","PT5M25S",291480,13364
"fJweTjq6qYk","Love Me for Who I Really Am","2018-05-10T13:00:08Z","PT3M38S",488140,23003
"yO0v_JqxFmQ","How the Modern World Makes Us Mentally Ill","2018-05-08T13:00:12Z","PT5M50S",2143022,85308
"0hAa9BIGNpU","How to Get Married","2018-04-26T13:00:01Z","PT7M28S",345651,10695
"BTzW1ol5vkc","Criticism when you've had a bad childhood","2018-04-17T13:00:01Z","PT5M57S",1606916,62479
"8hYTPl7MkiA","How to Stop Being a People Pleaser","2018-04-12T12:56:39Z","PT5M32S",2408352,85273
"HC3uUGCJpqs","The Importance of a Breakdown","2018-04-10T13:00:01Z","PT5M51S",3495933,181940
"XENTaHpbb74","The Need to be Alone","2018-03-27T13:00:04Z","PT3M45S",465523,20920
"IgUlowmSeHo","How A Messed Up Childhood Affects You In Adulthood","2018-03-20T14:00:01Z","PT7M13S",1679479,56351
"s2AUI-7GRJc","Why We Worry All the Time and How to Cope","2018-03-15T14:00:04Z","PT5M30S",872936,32792
"ERhTJaPaoxU","Learning to Be a Friend to Yourself","2018-03-13T14:00:03Z","PT1M58S",310039,15433
"-FkvBA3U5lg","How To Be A Good Teacher","2018-03-01T14:00:00Z","PT7M31S",369086,11341
"4ihuh6AKyY8","The Miracle of Parenthood","2018-02-27T14:00:00Z","PT5M16S",136414,4037
"IQpQVOPokhk","Why Truly Sociable People Hate Parties","2018-02-22T14:00:01Z","PT4M35S",1237191,45432
"QSamfnvVLcw","How Our Past Influences Our Present","2018-02-13T14:00:02Z","PT7M36S",291548,9473
"ZbPt66TYsFM","Make Your Bias Work for You","2018-01-23T13:51:36Z","PT5M54S",119387,4223
"hnWJpAMpEvo","What Is an Emotionally-healthy Childhood?","2018-01-16T14:00:05Z","PT9M1S",1077744,34777
"2Xzh1BjCA5Q","NIETZSCHE ON: Amor Fati","2018-01-11T14:00:01Z","PT6M55S",1299831,44497
"qP3ohgOM3w0","The Attractiveness of Unhappy Looking People","2018-01-09T14:00:07Z","PT3M21S",436662,15777
"p5zLY3Wi8Uk","The Dangers of Thinking Too Much; And Thinking Too Little","2017-12-21T14:00:04Z","PT5M31S",1266132,43799
"wHedpg7buow","Why We  Should Not Watch Quite so Much News","2017-12-19T14:00:12Z","PT3M12S",218964,7203
"xv5TwMVkd0Q","Why Our Best Thoughts Come to Us in the Shower","2017-12-12T14:00:03Z","PT4M3S",181048,6627
"B4gXsobd_ao","Our OBSESSION with Diminutives","2017-11-09T14:00:01Z","PT4M30S",133301,5138
"XFTXKqRujxk","Anxiety Attacks","2017-11-07T14:00:02Z","PT3M49S",634685,19718
"2K57-24FnIM","How We Lie to Ourselves","2017-10-12T13:00:01Z","PT5M46S",201659,7406
"kbpY-2nOYRI","Countries for winners; countries for losers","2017-10-10T13:00:03Z","PT4M59S",199584,9108
"vlzHNY2SWps","Why we should show our hurt rather than argue","2017-09-28T13:00:04Z","PT3M54S",309571,11378
"s9-23v6v2J4","What's Tricky About Your Sex Life?","2017-09-19T13:00:03Z","PT5M34S",1747054,7692
"Wb-6fhfAn2I","Why We Eat Too Much","2017-09-14T13:00:03Z","PT4M37S",567350,18650
"24Lof8bnLMs","Brazil: The School Of Life","2017-09-03T13:00:01Z","PT2M57S",162524,5764
"_RO0YjXM51c","You Are Not What You Earn","2017-08-31T13:00:02Z","PT3M25S",270778,7815
"LgUCyWhJf6s","What is Emotional Intelligence?","2017-08-22T13:00:01Z","PT5M29S",2553509,50027
"TPMrWGUfkl8","What is Transference And Why It Matters","2017-08-15T13:00:02Z","PT5M1S",431941,16005
"-EvvPZFdjyk","Why You Will Marry the Wrong Person","2017-08-13T13:00:00Z","PT22M20S",9561868,307230
"-HL3PPNrUhU","How To Be A Genius","2017-08-08T13:00:01Z","PT3M8S",691743,22684
"d-K5btaxEFY","How To Forgive","2017-08-03T13:00:04Z","PT3M35S",671598,19440
"f55QO2isoKM","Why We Are All Addicts","2017-07-27T13:00:04Z","PT4M14S",456401,18808
"HKviVOv-XGU","The Cure for Unrequited Love","2017-07-18T13:00:01Z","PT3M32S",1438816,46457
"Qbz7DC94G2U","Why We Only Learn When We Repeat","2017-07-13T13:00:01Z","PT4M38S",452250,18081
"g8pti-Swh_E","The Problem With Perfectionism","2017-07-06T13:00:08Z","PT3M8S",748177,23854
"WODx5T5OKkE","What to Do About Being Clumsy","2017-06-30T13:00:03Z","PT4M15S",267389,7433
"eLP3a2CJ1MY","How to Recount Your Dreams","2017-06-28T13:00:02Z","PT4M40S",200905,7709
"qtAeINU3FKM","POLITICAL THEORY - John Maynard Keynes","2017-06-23T13:00:06Z","PT11M18S",1367415,27417
"Brpk26Oq4aE","How to Narrate Your Life Story","2017-06-21T13:00:00Z","PT5M8S",800960,24780
"43e51vkffQE","How To Be A Good Listener","2017-06-14T13:00:00Z","PT7M39S",666251,19839
"gaDPUqL1x4E","How Not To Rant","2017-06-07T13:00:06Z","PT5M37S",388521,12499
"QQmqMZ-1v7c","How To Argue With Your Partner","2017-05-31T13:00:02Z","PT4M57S",828527,25693
"kwwAJSI-dgo","Why we think so much about our hair","2017-05-26T13:00:04Z","PT4M",438731,11444
"iEg5_MaxFPo","How to Have a Good Conversation","2017-05-19T13:00:04Z","PT6M7S",1262123,42939
"SpgOcWZHEcY","LITERATURE - Samuel Beckett","2017-05-12T13:00:04Z","PT10M28S",576307,14456
"WmGaR_mcWu0","What Is Narcissism?","2017-05-10T13:00:04Z","PT4M48S",727741,17473
"RbtflLkVv4E","Good Enough Is Good Enough","2017-04-28T13:00:02Z","PT3M33S",704004,23950
"l4IeNGE2qX8","How To Keep Growing Up","2017-04-26T13:00:04Z","PT4M30S",715265,21467
"WXTU5jiAFUE","How Do You Like to Be Comforted?","2017-04-21T13:00:05Z","PT3M18S",322630,13339
"-kArjCybqpc","How To Be Selfish","2017-04-05T13:00:00Z","PT4M2S",479721,15688
"sswopsUW1mQ","The Terror of a 'No'","2017-03-31T13:00:07Z","PT4M38S",422717,19051
"IuV80wYRld0","How To Choose A Partner Wisely","2017-03-24T14:00:01Z","PT5M6S",7003614,150958
"Pi-8FtqVMas","The Nightmare of Colleagues","2017-03-10T13:57:20Z","PT5M30S",311304,6237
"bEFOF7j7XU0","What It's Like Inside Our Minds","2017-03-08T14:00:03Z","PT3M22S",229106,8746
"3ov8LxC1raI","Be the Change You Want to See","2017-03-06T14:00:00Z","PT3M4S",388436,12566
"y7KQT1Yqf6A","Why We Think About Other People During Sex","2017-03-03T14:00:06Z","PT2M19S",283235,3930
"XVdVTQW-5KQ","In Defence Of 'Needy' People","2017-02-24T14:00:03Z","PT4M12S",676333,22253
"DPeVVGCmwx0","The Poignancy of Old Pornography","2017-02-22T14:00:01Z","PT6M16S",7701357,39529
"GTQlnmWCPgA","Machiavelli's Advice For Nice Guys","2017-02-10T14:00:01Z","PT5M17S",8473237,262765
"0Tk82hEHNnY","How To Be Confident","2017-02-08T14:00:00Z","PT5M3S",3437807,118853
"Yk3QsGzAjKI","Why Humanity Destroyed Itself","2017-02-06T14:00:02Z","PT5M24S",1594842,68008
"dH1SvGMY4Qs","Why Germans Can Say Things No One Else Can","2017-02-01T14:00:05Z","PT4M12S",4645894,123376
"gugnXTN6-D4","Thoreau and Civil Disobedience","2017-01-27T14:01:07Z","PT5M29S",845108,18160
"NnCLoLhDkRs","Love and Sulking","2017-01-16T14:00:00Z","PT2M28S",251293,6283
"q8uM9_tbfCI","The Mind Body Problem","2017-01-13T02:00:02Z","PT5M11S",756680,20494
"aGedUxTAfBk","The Purpose of Friendship","2017-01-09T14:00:01Z","PT6M13S",1450933,41439
"yCQfi9Wejio","Why Love requires Generosity","2017-01-04T14:00:04Z","PT4M",442630,17081
"steu0fYGqhQ","How We Lie to Ourselves","2017-01-02T14:00:04Z","PT5M58S",1400734,39210
"jxiYsgyn1yU","Why You Can Change The World","2016-12-30T14:00:06Z","PT5M22S",756760,24636
"tAsH_LXT9P0","How to Get Over Someone","2016-12-26T14:00:05Z","PT3M59S",3632062,88714
"WRaaqN2Atxw","Why We Go Cold On Our Partners","2016-12-16T14:00:02Z","PT5M21S",6011726,157678
"k6USqt3HztA","Should We Laugh Or Should We Cry?","2016-12-12T14:00:38Z","PT4M32S",484098,14838
"NZthaua46l0","Why Our Partners Drive Us Mad","2016-12-09T14:00:02Z","PT6M47S",708615,14296
"6Gv1CqAQVow","Why Small Pleasures Are a Big Deal","2016-12-05T14:00:01Z","PT4M29S",491671,19187
"ohrQCzZsgIw","What Do Cynical People Really Want?","2016-12-02T14:00:03Z","PT3M43S",910810,33597
"2Fvtgt736lo","Why We Don't Really Want to be Nice","2016-11-30T14:00:01Z","PT6M59S",1091348,35184
"fLJBzhcSWTk","Why Socrates Hated Democracy","2016-11-28T14:00:02Z","PT4M22S",13447760,566935
"9vdN15--hro","Resilience In Hard Times","2016-11-09T14:00:27Z","PT1M55S",556024,17204
"s-NiJzwdN0Y","Why Introspection Matters","2016-11-07T14:00:06Z","PT5M58S",840872,26174
"LA3JnqjM_iM","Are You A Sleazebag?","2016-11-04T14:00:29Z","PT3M28S",233043,4915
"nZWceRO94dM","POP CULTURE: What Is Cinema For?","2016-11-02T14:00:42Z","PT9M55S",361001,8215
"nZYzzn6W2qc","Why You Shouldn't Trust Your Feelings","2016-10-28T13:00:07Z","PT5M59S",2031363,54733
"8Qjy-ydl9QE","Why Are People So Nasty?","2016-10-24T13:00:37Z","PT3M41S",892301,28295
"laTdRxRcDCQ","Sexual Rejection","2016-10-21T13:00:50Z","PT4M23S",1292013,21887
"F164UeMGltE","Why We Sulk and How Not To","2016-10-19T13:00:13Z","PT3M46S",504067,14872
"78LxbUuUdr8","How Love Stories Ruin Our Love Lives","2016-10-17T13:00:00Z","PT5M10S",464213,14576
"BqyChjVdM3E","Why We Go Off People Who Like Us","2016-10-14T13:00:50Z","PT3M8S",3385822,102748
"HS52H_CqZLE","PHILOSOPHY - David Hume","2016-10-10T13:02:24Z","PT11M6S",2046067,38814
"Y-Unq3R--M0","HISTORY OF IDEAS - Consumerism","2016-10-07T13:00:38Z","PT10M42S",1305987,24932
"iTt2ttP6Ngs","The REAL Political Divide","2016-09-28T13:00:09Z","PT6M18S",132303,2905
"hRpDzJrC1OA","The Pleasures Of Outdoor Sex","2016-09-26T13:00:21Z","PT2M27S",735349,5345
"hRpDzJrC1OA","The Pleasures Of Outdoor Sex","2016-09-26T13:00:21Z","",,
"6GeM-E8gMzk","POP CULTURE: Why Music Works","2016-09-21T13:00:01Z","PT5M46S",278447,8583
"FTBEb-W6Xgo","The Dangers Of Being Dutiful","2016-09-19T13:00:01Z","PT5M13S",777173,27926
"XwVJJYfEV1g","How to Replace the 10  Commandments","2016-09-14T12:00:55Z","PT5M14S",184092,7527
"hu9L5zQ4g0Q","What is the Stream of Consciousness?","2016-09-07T13:00:45Z","PT7M54S",523227,11448
"CMGtCBEe1NM","Love And Self-Love","2016-08-31T13:00:02Z","PT3M52S",1075826,32490
"ZRfXMGHgG90","Why We Love Certain Books","2016-08-26T13:00:06Z","PT3M19S",207336,6355
"ThyY7efQJP0","Why you NEED to visit an art museum","2016-08-24T13:00:02Z","PT4M38S",154001,5631
"3U1OCK4xA0w","24 hours as a Taxi Driver in Istanbul","2016-08-23T04:58:19Z","PT4M17S",77863,4361
"vRk7VFLH-aE","On Being Out of Touch With One's Feelings","2016-08-19T13:00:58Z","PT7M21S",1066440,28811
"CL_IoZqyb1I","How to Cope With Bureaucracy","2016-08-15T12:18:21Z","PT5M50S",182437,3997
"Ds_hg40utKY","The Lottery of Life","2016-08-03T12:00:00Z","PT5M54S",427021,15606
"pssTJP2hYtU","History as a Cure for Our Times","2016-07-25T13:07:08Z","PT4M53S",170568,6686
"R45wnNkeuCA","POP CULTURE: Taylor Swift's Legs & Climate Change","2016-07-20T12:00:03Z","PT4M20S",311394,9672
"-Egxm5QuW9o","Success at School vs Success in Life","2016-07-18T12:00:33Z","PT3M29S",2362672,72445
"du035tg-SwY","How to Remain Calm With People","2016-07-04T15:00:19Z","PT5M4S",2667190,81335
"GRwWt-cFKNY","In Praise of Short-Term Love","2016-06-29T12:34:43Z","PT6M55S",912672,28790
"VPXIzJcfAMk","How to End a Relationship","2016-06-22T14:42:32Z","PT3M15S",684912,16479
"WhiItOzlhu4","Being Jollied Along","2016-06-20T12:20:16Z","PT3M32S",395143,14051
"2fG9-W-OwCs","Good and Bad Childhoods","2016-06-15T12:46:54Z","PT3M8S",1451087,41090
"5motuzyLXIk","How To Get Over Rejection","2016-06-08T12:00:35Z","PT3M38S",1478977,46867
"MMmSdxZpseY","LITERATURE - Fyodor Dostoyevsky","2016-05-27T11:30:22Z","PT13M57S",3146192,81326
"fEa-cd2nWS0","The Pleasure of Keeping Clothes On","2016-05-23T13:35:54Z","PT2M29S",541107,7841
"qDC9Lor98vc","Open Up","2016-05-11T12:36:25Z","PT4M56S",884456,14758
"ES1SefbIx0c","Peter Gabriel on Music","2016-05-03T08:26:32Z","PT27M20S",159014,3131
"5lN6ttV2SXo","The Pleasure of Kissing","2016-04-27T11:09:12Z","PT2M33S",998672,15393
"YGV5o6UHjxM","Stay in - or Leave - a Relationship?","2016-04-20T11:10:08Z","PT5M8S",3370025,59928
"d079McwlBRE","Why People Have Affairs","2016-04-18T10:56:36Z","PT3M36S",2106087,39159
"bZiWZJgJT7I","POLITICAL THEORY - John Locke","2016-04-08T11:00:15Z","PT9M14S",2857473,50049
"VdVAGwbpgKU","HISTORY OF IDEAS - French & English Gardens","2016-03-25T13:00:04Z","PT4M39S",267062,5419
"9ypg71Aixwc","POP CULTURE: Pop and Philosophy","2016-03-23T13:45:51Z","PT6M6S",414477,11976
"oVzEtg5Qil4","The Uses of Envy","2016-03-02T12:49:42Z","PT2M23S",295504,8985
"DwtBYjKWeDk","The Horrors of Children","2016-02-22T13:00:27Z","PT4M12S",751564,22557
"EBUTQkaSSTY","EASTERN PHILOSOPHY - Kintsugi","2016-02-12T11:58:40Z","PT3M59S",734451,19524
"IwdPTDLi7I4","The Joy of Sexting","2016-02-10T12:00:58Z","PT3M4S",1149643,7163
"CO9BvJTpR2c","Why We Love to Blame Our Partners","2016-02-03T13:00:54Z","PT3M30S",312162,6220
"VRPZL5ZZuU8","POP CULTURE: Mark Zuckerberg's T-shirts","2016-01-29T12:40:24Z","PT4M23S",173834,3695
"i-SrtkVmaj8","POP CULTURE: When and Why We Cry In Films","2016-01-25T13:10:38Z","PT3M40S",265005,7299
"Y7OPc65HdIA","The Sexual Fantasies of Others","2016-01-20T13:00:40Z","PT5M38S",1819258,15149
"zNEpojtXotE","LITERATURE - Goethe","2016-01-15T13:32:12Z","PT10M45S",1623052,39032
"Vf7-7zL67Pg","Panic Attacks","2016-01-13T13:28:16Z","PT4M5S",669984,14502
"R290WXpZm8g","24 Hours As a Mongolian Architect","2016-01-09T09:20:38Z","PT3M31S",82309,2354
"SWlUKJIMge4","PLATO ON: The Allegory of the Cave","2016-01-08T14:40:23Z","PT6M17S",2194676,51462
"jgvTSe7icKU","A Working Day – Hairdresser, Seoul","2016-01-07T14:27:10Z","PT3M36S",71371,3768
"1TX6advvbDA","The Sexiness of Bookish People","2016-01-06T13:05:10Z","PT1M58S",273427,8297
"ni-Gqp9-Has","Self Sabotage","2015-12-30T13:30:56Z","PT3M50S",1135464,23500
"6O4KR0TAzWc","Art and Masturbation","2015-12-28T09:07:10Z","PT5M17S",8235708,32935
"3cfDGX7gB5M","Why We Look down on Low Wage Earners","2015-12-21T12:00:00Z","PT7M21S",633332,15914
"1E_UtG0nDq4","If Philosophers Read the News","2015-12-18T12:17:58Z","PT2M13S",184207,6949
"JmSFWklVtv0","Don't Watch the News Until You Know This...","2015-12-18T12:08:31Z","PT1M50S",110096,4491
"QX_cp1K514E","Transference","2015-12-16T12:54:18Z","PT4M22S",424512,11212
"EUN0gceRiIU","Why God Wants You To Have Sex Every Friday","2015-12-11T12:06:48Z","PT2M46S",657292,7771
"1D-vyjQIUDc","Confidence","2015-12-02T12:00:00Z","PT3M14S",991330,29677
"tZj7gt85AP0","Using Sex to Sell","2015-11-30T13:16:57Z","PT4M46S",175943,3563
"UqJdmbglOtw","There is no Safety","2015-11-25T11:54:15Z","PT2M14S",265540,6941
"tSs2dXDf1Zs","The Sex-Starved Relationship","2015-11-23T12:00:03Z","PT5M46S",8666054,169345
"X5JdX_iQ2Hk","Why Advertising is So Annoying","2015-11-18T12:37:31Z","PT4M13S",235083,5715
"nsgAsw4XGvU","PHILOSOPHY: Immanuel Kant","2015-11-13T11:43:02Z","PT8M12S",4636472,77200
"lJjILQu2xM8","How to be an Entrepreneur","2015-11-09T11:53:41Z","PT3M25S",1645214,36444
"fI1OeMmwYjU","HISTORY OF IDEAS - The Renaissance","2015-11-06T14:52:42Z","PT17M44S",2627785,49976
"DPiSFGrHCbE","Not Liking One's Looks","2015-11-04T12:00:00Z","PT3M56S",1436144,35741
"DfEY0mBHCQ4","Take Classes at The School of Life","2015-10-29T12:23:33Z","PT2M5S",85365,1971
"vWlQXXNgwc0","The Achievements of Impotence","2015-10-28T12:02:20Z","PT3M26S",175090,2787
"5jADnNpx3R4","The Wisdom of Pessimism","2015-10-26T12:20:52Z","PT2M51S",573852,19359
"PafEBhLPtGM","How to Get Angry a Lot","2015-10-21T11:17:56Z","PT2M26S",438784,11400
"oEl_VxFAjIw","You NEED to know this about State Broadcasters...","2015-10-19T11:06:11Z","PT5M35S",60053,1749
"maxiipwly0M","Exercise for Intellectuals","2015-10-07T10:55:32Z","PT3M2S",404942,11018
"mgsErxFEPSE","Why Comedy Matters","2015-09-28T11:00:00Z","PT7M12S",386755,8950
"iV8I9lQC90A","Secret Thoughts: Envy","2015-09-23T11:00:01Z","PT2M3S",145801,1646
"wwTQfsArkOs","'Jamie Cooks Philosophy' - A Proposal","2015-09-22T17:00:41Z","PT4M42S",63479,13547
"CAjWUrwvxs4","PHILOSOPHY - René Descartes","2015-09-11T11:54:52Z","PT8M49S",3167521,52347
"IBsOu44Tj2E","Why Nice People Are Scary","2015-08-31T10:57:54Z","PT3M4S",1776209,43972
"PaZ1EmPOE_k","On Feeling Melancholy","2015-08-26T12:08:18Z","PT3M2S",1062779,42042
"bTDGdKaMDhQ","Meritocracy","2015-08-24T11:27:30Z","PT5M53S",441390,9538
"81KfDXTTtXE","POLITICAL THEORY – Jean-Jacques Rousseau","2015-08-14T12:07:51Z","PT7M47S",1882864,30222
"9i4jb5XBX5s","POLITICAL THEORY - Thomas Hobbes","2015-07-31T10:49:31Z","PT6M46S",2441560,34304
"MIKPLrQaIa4","Why You Need to Stop 'Mothering' Your Partner...","2015-07-29T11:19:05Z","PT2M42S",121425,1739
"P8b4mZvrui4","What is 'success'?","2015-07-22T11:00:01Z","PT1M51S",679131,13320
"OxuZiqY5ypU","Psychotherapy","2015-07-21T10:43:27Z","PT3M13S",828588,11894
"Ph0Sr0Oj2o8","The Horrors of Jealousy","2015-07-19T08:41:12Z","PT3M18S",361688,5893
"H5JGE3lhuNo","PHILOSOPHY - Hegel","2015-07-10T11:00:01Z","PT6M54S",2761630,54150
"NDNmC11vGYk","The Secrets of Happiness – in 60 Seconds","2015-07-08T11:00:00Z","PT1M14S",509702,12129
"iUdhJ_S_z3w","The Meaning of Life - in 60 Seconds","2015-07-07T10:55:40Z","PT1M14S",409402,8296
"5Cd2SM3zAa4","Secret Food Obsession","2015-07-04T10:33:45Z","PT2M19S",134892,0
"XJA870rOMNs","How to Start Having Sex Again","2015-06-29T11:00:00Z","PT2M43S",6662231,22675
"AOXl0Ll_t9s","POLITICAL THEORY - Niccolò Machiavelli","2015-06-19T09:55:29Z","PT6M53S",2919776,62465
"vT-ZgA6qcKw","Student Philosopher: Plato's Ladder of Love","2015-06-16T13:53:35Z","PT3M40S",162294,3815
"kzoLlL4mHlE","The Pleasures of BDSM","2015-05-27T10:39:08Z","PT2M32S",702799,5199
"z9W0GQvONKc","SOCIOLOGY - Émile Durkheim","2015-05-22T10:38:29Z","PT7M48S",2204020,38554
"HndV87XpkWg","What's Education For?","2015-05-13T10:57:06Z","PT3M44S",1352093,25499
"vqCOss4hqnE","Higher Consciousness","2015-05-11T11:48:11Z","PT4M33S",3515612,103911
